[20:28:46] Starting headless session...
[20:28:47] [init] session=c245cf91 model=deepseek-v4-flash-max[1m] cwd=/workspace tools=28
[claude-code:unrecognized_model] {"model":"deepseek-v4-flash-max[1m]","query_source":"sdk"}
- [x] `<requirements>` numbered and specific — 7 requirements, exact paths, code snippets, positive+negative assertions
- [x] `<constraints>` present — frozen substrings, unconditional-log requirement, no-config/no-marker invariants, error-wrapping rule, do-not-commit, do-not-kubectl
- [x] `<verification>` present with runnable command — `make test` iterative, grep AC checks, `make precommit` at end
- [x] All paths repo-relative — `/workspace` prefix is the mounted repo root; `/home/node/.claude/plugins/marketplaces/coding/docs/*.md` paths are the documented container-baked coding-plugin location (verified present), not host mounts
- [x] No bare `git ` commands in `<verification>` — verified by grep: none. (`.dark-factory.yaml` is `workflow: direct`, no `hideGit: true`, so the formal rule does not trigger; empirically the container's `.git` is masked, and the prompt correctly avoids git entirely)
- [x] No operator-only commands in `<verification>` — only `make test`, `grep`, `make precommit` (container-executable; `make precommit` is not in the banned list)
- [x] File in `prompts/` inbox (not `prompts/in-progress/`)
- [x] Filename not prefixed with dark-factory global number — `2-` single-digit ordering prefix is the documented multi-prompt-spec exception
- [x] Filename reflects primary change — "reopen-observability" matches the objective exactly
- [x] Status is `draft`

## Failure Mode Coverage
- [x] Spec failure modes addressed — DB5 (the only DB this prompt owns) is fully covered: both frozen substrings (reqs 1-2), distinct-on-reopen/absent-on-first-create (reqs 1, 4), path+prior-status in the log (req 2), unconditional INFO (req 2 + constraint). The spec's full Failure Modes table is covered across the prompt set (prompt 1 rows 1/2/3/4/7; design + Rung-3 AC rows 3/6; see Recommendation 2 for row 5)
- [x] Security concerns from spec addressed — no new attack surface: `priorStatus` is constrained to exactly `completed`/`aborted` by prompt 1's decision (so no log-injection beyond the safe set), and `TaskIdentifier` is pre-validated by `cmd.TaskIdentifier.Validate(ctx)` in the handler (cqrs regex) before it reaches the commit message; the message is passed to git-rest as a JSON field, not a shell string
- [x] External calls have timeout/cancellation behavior — N/A: the prompt changes a message string and adds a log line; the git write's existing error handling is untouched
- [x] New constants/strings flowing through library validators have a contract test — the only new boundary value is the commit message, which has no callable validator (git-rest's `CommitAndPush`/`AtomicWriteAndCommitPush` accept arbitrary strings; `git_client_adapter.go` merely logs it at V(3)). The unit specs drive the real production handler through the counterfeiter boundary and assert the captured message both ways — appropriate level for a validator-less boundary
- [x] No `go mod vendor` in `<requirements>` or `<verification>` — verified by grep
- [x] No cross-repo writes — no `git clone`, no `git push`, no `gh pr create` anywhere in the prompt (verified)
- [x] Container-autonomous — no `kubectl`/`kubectlquant`, no `make buca`, no image push, no "observe pods/logs in dev". Requirement 7 explicitly pushes the Rung-3 post-deploy AC to the spec's operator verification ladder and forbids cluster steps — a proper "do NOT", not an operator-vs-agent step split
- [x] Sibling entry points covered — `writeTaskFile` is defined once and called once (line 86); no same-package sibling (`rg` for `writeTaskFile` and `AtomicWriteAndCommitPush` in `pkg/command` confirms a single create write path). Other executors (complete/update/increment) have no reopen concept, so no parity obligation

## Documentation Placement
- [x] No inlined reusable patterns (>10 lines) — only small load-bearing snippets (5-6 line message branch, 8-line log block) that match in-repo precedent
- [x] Existing project docs referenced in `<context>` — `docs/controller-design.md` (Frontmatter Merge), `CHANGELOG.md`
- [x] Existing coding plugin docs referenced in `<context>` — `changelog-guide.md`, `go-glog-guide.md`, `go-testing-guide.md`, `go-error-wrapping-guide.md`, `definition-of-done.md` (all verified present)
- [x] Domain knowledge that outlives the prompt is in `project/docs/`, not inlined — req 6 explicitly writes the frozen terminal-status rule into `docs/controller-design.md` so it outlives the spec, and the `<context>` OPEN QUESTION correctly defers the one free design decision (commit-message prefix) to the human reviewer rather than hiding it

## Code Reference Verification
| Reference | File | Status |
|-----------|------|--------|
| `writeTaskFile(ctx, gitClient, relPath, cmd, vaultName, reopened bool, priorStatus string)` post-prompt-1 signature | `pkg/command/task_create_task_executor.go` (current: 5-arg, line 128; 7-arg after prompt 1 req 3) | Correct — matches sibling prompt 1 req 3 exactly |
| Handler captures `reopened, priorStatus, err := checkTitlePathFree(...)` | prompt 1 req 2 (`pkg/command/task_create_task_executor.go`) | Correct |
| `glog.Infof(format string, args ...any)` exported at `glog.go:520` in glog v1.2.5 | `$GOPATH/pkg/mod/github.com/golang/glog@v1.2.5/glog.go:520` | Verified exact (module is v1.2.5 per go.mod; line 520 matches) |
| "This repo's first use of unconditional `glog.Infof`" | repo-wide grep | Correct — zero existing `glog.Infof(`/`glog.Info(` calls in non-test code; file uses only `glog.V(n).Infof` plus `glog.Warningf` |
| `AtomicWriteAndCommitPushArgsForCall(i) (context.Context, string, []byte, string)`, 4th = message | `mocks/git_client.go:232` | Correct |
| `ReadFileReturns(nil, errors.New("GET file returned 404: not found"))` default | `task_create_task_executor_test.go:61` | Correct |
| Two pre-existing collision contexts: `status: next` at ~line 163, `status: todo` "collision with a different task_identifier" | `task_create_task_executor_test.go:163, 212` | Correct |
| CHANGELOG top `## v0.5.2`, no `## Unreleased` yet | `CHANGELOG.md` | Correct |
| `## Frontmatter Merge` at lines 52-60 documenting status/phase merge; insertion at ~line 60 | `docs/controller-design.md:52-60` | Correct |
| "repo has no glog-capture harness" (req 4 note) | repo-wide grep | Correct — no `SetOutput`/capture in any test |

## Coding Guidelines Compliance
| Guideline | File | Status |
|-----------|------|--------|
| `errors.Wrapf(ctx, err, ...)`, never `fmt.Errorf`, never `context.Background()` in `pkg/` | `go-error-wrapping-guide.md` | Compliant — the only `fmt.Errorf` mention in the prompt is a prohibition (constraints, line 119); new code adds no error paths |
| `glog.Infof` unconditional for consequential events; `glog.V(n).Infof` for routine | `go-glog-guide.md` | Compliant — unconditional INFO is the spec's Constraint and is correct for a rare in-place vault overwrite; format string is a constant literal (no injection), args are validated/safe |
| Ginkgo/Gomega, counterfeiter mocks, external test package | `go-testing-guide.md` | Compliant — req 4 uses `Context`/`It`/`Expect`/`ContainSubstring` inside `Describe("NewCreateTaskExecutor")` with `mocks.GitClient` |
| Context propagation (no dropped `ctx`) | `go-composition.md` | Compliant — new code keeps `ctx` in scope of `writeTaskFile` |
| Test-only package-level mutable state (no `var X` + `SetX`) | `go-composition.md` | Compliant — none introduced |

## YAGNI Pass (scope-creep detector)
- [x] No opt-out flag for the very behavior the prompt ships — the constraints explicitly reject any `disableX`/per-producer knob (line 115), mirroring the spec's Non-goals
- [x] Every config field / threshold / branch is demanded by the linked spec — none added; the `reopened`/`priorStatus` params from prompt 1 are consumed here (no dead params left behind)
- [x] No "future-proofing" knobs without a named consumer — the frozen-substring choices are all spec-mandated
- No findings.

## Critical Issues
None. All DoD sections present, every code reference verified against the actual source (including the exact `glog.go:520` line and the counterfeiter mock tuple shapes), container-autonomous, no hidden false-positive-pass verification traps, no YAGNI or sibling gaps.

## Recommendations
1. **(Specificity, minor)** — Requirement 4 specifies the staging, capture, and assertions for the two new specs but never states the command construction (`cmdObj := buildCmdObj(task.CreateCommand{...})` with `TaskIdentifier`/`Title`/`Frontmatter`), which prompt 1's requirement 7 spelled out explicitly. The agent must infer it from the harness or the "success: new file created" context (lines 253-282). Low risk, but a one-line addition removes all ambiguity.
   - Old: `**Positive (reopen):** stage `fakeGit.ReadFileReturns(...)`
   - New: `For both specs build the command with the harness helper, e.g. `cmdObj := buildCmdObj(task.CreateCommand{TaskIdentifier: lib.TaskIdentifier("reopen-test"), Title: "Reopen Test", Frontmatter: lib.TaskFrontmatter{"assignee": "claude", "status": "next"}})`, handle once with `_, _, err := executor.HandleCommand(ctx, nil, cmdObj)`. **Positive (reopen):** stage `fakeGit.ReadFileReturns(...)`

2. **(Spec failure-mode coverage, soft)** — Failure Mode row 5 ("two create commands for the same title, different `task_identifier`, land concurrently on different Kafka partitions") has no dedicated test in either prompt. The expected behavior (single file, never two files, never a lost live task) rests on the overwrite-in-place design decision plus the replay-idempotency test in prompt 1 (which covers the "next sweep suppresses further writes" recovery half). This is defensible — the counterfeiter harness cannot realistically race two goroutines through one mock — but the DoD asks each failure trigger to map to a requirement. Consider a one-line note in the prompt set acknowledging row 5 is covered by design + the idempotency test, so the coverage decision is explicit rather than silent.

3. **(Note, no change needed)** — The `<context>` OPEN QUESTION about the commit-message prefix is a good call, and the auditor confirms the chosen form `"[agent-task-controller] reopen terminal task <id>"` matches in-repo precedent: `transitionPrior` already uses `"[agent-task-controller] auto-supersede prior recurring task " + priorTitle` (`task_create_task_executor.go:491`), and the create path uses `"[agent-task-controller] create task "`. The choice is well-founded; the reviewer can close the question.

## Strengths
- Dependency gate is exemplary: the `<context>` starts with a grep that verifies prompt 1 shipped, and instructs a fail-loud `status: failed` with a named sentinel message if not — exactly the cross-prompt fail-loud discipline the DoD wants. The gate string (`reopened bool` in `task_create_task_executor.go`) matches what prompt 1's requirement 3 actually produces, so it is not a phantom check.
- The `glog.go:520` line-number citation is exact, and the "first use of unconditional `glog.Infof`" claim is verified true — the prompt-writer did the grep homework.
- The two frozen-substring greps in `<verification>` are meaningful, not vacuous: `terminal` currently appears in neither `CHANGELOG.md` nor `docs/controller-design.md` (verified), so both greps only pass once the required content lands.
- Scope discipline is tight: it consumes prompt 1's plumbing without re-implementing the decision, forbids the config knob and frontmatter marker, and cleanly pushes the Rung-3 operator verification to the spec ladder.

## Summary
A strong, audit-ready prompt. All DoD structural and code-reference checks pass with zero critical issues; every reference — including the exact glog source line, counterfeiter mock tuple shapes, CHANGELOG version heading, and design-doc insertion point — was verified against the actual repo. Priority action: apply Recommendation 1 (one-line cmdObj boilerplate in requirement 4) to remove the only real ambiguity, then approve.

---

**Lifecycle note:** `spec mark-prompted` was **skipped** — `DARK_FACTORY_MANAGED=true` (daemon-managed container, Mode 1). The host-side generator will transition `005-bug-create-task-dedup-blocks-terminal-reopen` from `approved` → `prompted` after this container exits. No action needed here.

**Headline for the reviewer:** Prompt 2 (`2-spec-005-reopen-observability.md`) is audit-clean (9/10, zero criticals). Prompt 1 (`1-spec-005-terminal-reopen-decision.md`) has **two blocking criticals**: (1) its declared-but-unused `writeTaskFile` params fail the repo's own `make lint` (`unparam` — empirically proven against golangci-lint v2.13.1; the prompt's "the linter does not flag them" claim is false), and (2) the `<verification>` "Expect exactly 2" sentinel-count grep will never equal 2 once the prompt's own mandated tests are added (it becomes 5). Both have exact find/replace fixes in the audit report above. Neither prompt was modified by this run.
[20:42:38] result: Both audits are complete. Since `DARK_FACTORY_MANAGED=true` (Mode 1 — daemon + container), I'm **skipping** the `spec mark-prompted` step: the host-side dark-factory generator will finalize the spec (`approved → prompted`) itself after this container exits, and the `dark-factory` CLI isn't present here. No prompts were retried, rewritten, or merged — findings go to the human reviewer as-is.

## Generated Prompts

**Files created** (inbox `prompts/`):
1. `prompts/1-spec-005-terminal-reopen-decision.md`
2. `prompts/2-spec-005-reopen-observability.md`

**Execution order:** `1-` then `2-` (prompt 2 depends on prompt 1's plumbing; the `2-` prompt carries a fail-loud DEPENDENCY sentinel that stops with `status: failed` if prompt 1's `reopened bool` plumbing isn't present).

**Decomposition decisions** (matching the spec's own "Suggested Decomposition" of exactly two prompts):
- **Prompt 1** is the whole defect fix + regression lock: `checkTitlePathFree` changes from `(...) error` to `(reopened bool, priorStatus string, err error)`, frees the slot on case-sensitive-after-trim `completed`/`aborted`, fails closed (WARNING + sentinel) on everything else, and threads the reopen signal into `writeTaskFile` (params declared but not yet consumed — the spec mandates this plumbing step). Full Ginkgo table: both terminal statuses, four non-terminal statuses, five ambiguous/unreadable cases, single-ReadFile lock, replay idempotency, and byte-identical reopen content vs first-ever create. The two pre-existing collision contexts keep their `Expect(` lines untouched (only the stale "must not consult frontmatter" comment is updated).
- **Prompt 2** is observability + records: unconditional `glog.Infof` with frozen substring `create-task: reopening terminal task`, distinct commit message containing `reopen terminal task`, positive/negative commit-message unit specs, `CHANGELOG.md` `## Unreleased` + `fix:` bullet, and the terminal-status definition section in `docs/controller-design.md`.
- **No scenario prompt**: the spec explicitly declares "NO new E2E scenario" and all branches are reachable via the `fakeGit` counterfeiter harness — the four-condition scenario test fails on condition (a).

**Key constraints repeated in each prompt:** frozen change site, frozen sentinel + `"title path %s occupied"` message shape, frozen terminal set (exactly `completed`/`aborted`, not `done`), fail-closed invariant (no parse-failure-to-write path), single `ReadFile` per create, reuse of `result.ExtractFrontmatter` + `parseTaskFrontmatter`, no new config/knobs/frontmatter markers, no content carried forward from the terminal file, no commit.

**Verification design note:** the daemon environment has `.git` masked, so the creator deliberately did NOT emit bare `git` commands in `<verification>` — the AC's `git diff` evidence for the unmodified collision contexts is proxied by grep counts, with the git-diff confirmation noted as operator-side at merge.

**Open questions embedded as `<!-- OPEN QUESTION -->` comments for the human reviewer:**
- Prompt 1: `writeTaskFile` gains `reopened`/`priorStatus` params that are declared-but-unused this prompt (per the spec's mandated plumbing split); flag if you'd rather merge the two prompts.
- Prompt 2: the full reopen commit-message form `"[agent-task-controller] reopen terminal task <id>"` is the creator's choice mirroring the existing `"[agent-task-controller] create task <id>"` — the spec only freezes the `reopen terminal task` substring.

## Audit Findings

### prompts/1-spec-005-terminal-reopen-decision.md

# Prompt Audit Report: Terminal-status dedup decision in create-task

**File**: `/workspace/prompts/1-spec-005-terminal-reopen-decision.md`
**Score**: 6/10
**Status**: Needs Improvement — two verification-correctness defects must be fixed before approval (one empirically proven against the repo's own lint toolchain)

## DoD Checklist

- [x] `<summary>` present, largely plain-language (minor jargon nit, see Recommendations)
- [x] `<objective>` states end state and why
- [x] `<context>` present, thorough, with inlined verified helper signatures
- [x] `<requirements>` numbered, specific, with exact paths, signatures, and old→new code
- [x] `<constraints>` present, faithfully copied from spec, includes "Do NOT commit"
- [x] `<verification>` present with runnable commands (but one self-inconsistent check — see Critical #2)
- [x] All paths resolve inside the container (repo-relative; `/workspace` is the mount; coding-doc + module-cache paths are container paths; no host-absolute/`~/` paths)
- [x] No bare `git ` commands in `<verification>` under masked git — daemon log shows `hideGit=true` (via `--set` arg), `.git` is a `/dev/null` char device; the prompt's verification is grep/make-only and explicitly defers the `git diff` AC evidence to the operator side
- [x] No operator-only commands in `<verification>` (`make test`, `grep -c`, `grep -n`, `make precommit` only)
- [x] File in `prompts/` inbox (in-progress dir is empty)
- [x] Filename uses allowed single-digit multi-prompt ordering prefix (`1-spec-005-...`), not a dark-factory global number
- [x] Filename reflects primary change (terminal-status dedup decision)
- [x] Status `draft`, only `spec`/`status`/`created` in frontmatter, canonical full-slug `spec` value

## Failure Mode Coverage

- [x] Spec failure modes addressed in requirements — rows 1 (transient non-404 → Req 1a + existing AC5 test), 2 (unparseable/missing status → Req 1b/1c + 5-case table), 3 (terminal body overwritten → Req 7 byte-identity + not-contains), 4 (Kafka redelivery → Req 7 replay-idempotency), 7 (write fails → unchanged "git write error" context), 8 (title date advances → Non-goal, out of scope)
- [x] Security section addressed — fail-closed invariant enforced as a hard constraint ("no code path where a parse failure results in a write"), terminal-only overwrite preserved, `resolveCreateTaskRelPath` untouched
- [x] External calls have timeout/cancellation — N/A (no new I/O; the status decision reuses the existing collision read; `ctx` already threaded)
- [x] New constants through library validators — N/A/covered: `completed`/`aborted` are in-package string comparisons (no external validator); the `yaml.Unmarshal` / `ExtractFrontmatter` parse boundaries ARE exercised by the 5-case ambiguous table (incl. case 2 `status: [` which I verified fails yaml only after ExtractFrontmatter succeeds)
- [x] No `go mod vendor` in requirements/verification
- [x] No cross-repo writes (no clone/push/gh)
- [x] Container-autonomous (no kubectl/deploy/"trigger a PR"/observe-pods; no operator/agent step split)
- [x] Sibling entry points covered — `checkTitlePathFree` and `ErrTaskAlreadyExists` production are unique to `task_create_task_executor.go`; `NewCreateTaskExecutor` is constructed only at `pkg/factory/factory.go:43`. Single entry point, no sibling gate to bypass
- [ ] **Failure-mode row 5 (concurrent same-title, different-identifier) has no matching requirement** in prompt 1 or sibling prompt 2 — see Recommendation 1

## Documentation Placement

- [x] No inlined reusable cross-project patterns — the inlined `checkTitlePathFree` body is change-specific and reuses existing helpers; no pattern collision detected (errors.Wrapf 92 uses in pkg/, prompt uses errors.Wrapf; Ginkgo in 32 files, prompt uses Ginkgo; counterfeiter mocks reused, not hand-written)
- [x] Project docs referenced in `<context>` (`docs/controller-design.md` — verified the status/phase merge section exists)
- [x] Coding-plugin docs referenced and all five exist (`go-patterns.md`, `go-error-wrapping-guide.md`, `go-testing-guide.md`, `go-glog-guide.md`, `definition-of-done.md`)
- [x] Domain knowledge (terminal-status rule) correctly deferred to prompt 2's `docs/controller-design.md` update

## Code Reference Verification

| Reference | File | Status |
|-----------|------|--------|
| `checkTitlePathFree` lines 95-123 | `pkg/command/task_create_task_executor.go` | Verified / Correct |
| `NewCreateTaskExecutor` doc 29-36, call site 82-85 | same | Verified / Correct |
| `isNotFoundReadError` line 192 | same | Verified / Correct |
| `writeTaskFile` line 128; `buildCreateTaskContent` | same | Verified / Correct |
| Imports `strings`, `errors`, `glog`, `result`, `task` | same (lines 11, 15, 18, 22, 25) | Verified / Correct |
| `parseTaskFrontmatter` 126, `marshalFileContent` 152 | `pkg/command/task_increment_frontmatter_executor.go` | Verified / Correct |
| `ExtractFrontmatter` 368 (366-385 claimed) | `pkg/result/result_writer.go` | Verified / Correct |
| `TaskFrontmatter map[string]interface{}` (mod line 16), `String(key)` (mod line 144) | `github.com/bborbe/agent@v0.83.0` (version confirmed in go.mod line 6) | Verified / Correct |
| `ErrTaskAlreadyExists` at `command/task/errors.go:18` | agent module | Verified / Correct |
| Test harness claims (`package command_test`, mocks, BeforeEach 404, collision contexts 163/212, stale comment 214-215, `buildCmdObj`) | `pkg/command/task_create_task_executor_test.go` | Verified / Correct |
| Mock shapes (`ReadFileReturnsOnCall`, `ReadFileCallCount`, `AtomicWriteAndCommitPushArgsForCall` 4-tuple) | `mocks/git_client.go` (lines 613, 584, 232) | Verified / Correct |
| `DescribeTable`/`Entry` style | `pkg/command/period_token_ranking_test.go` | Verified / Correct |

All line numbers and signatures check out exactly. The five ambiguous/unreadable test fixtures all behave as claimed (verified `ExtractFrontmatter` + `yaml.Unmarshal` outcomes for each).

## Coding Guidelines Compliance

| Guideline | File | Status |
|-----------|------|--------|
| `errors.Wrapf(ctx, err, ...)` — never `fmt.Errorf` (both `fmt.Errorf` mentions in the prompt are prohibitions, not inlined code) | `go-error-wrapping-guide.md` | Compliant |
| No `context.Background()` in `pkg/` | `go-error-wrapping-guide.md` | Compliant |
| Ginkgo/Gomega external test package, reuse existing harness | `go-testing-guide.md` | Compliant |
| Reuses existing helpers, no invented primitives | `go-composition.md` | Compliant |
| No test-only package-level mutable state introduced | `go-composition.md` | Compliant |
| funlen/nestif headroom — new `checkTitlePathFree` max nesting 2, ~30 lines | `go-precommit.md` | Compliant (would pass) |

## YAGNI Pass (scope-creep detector)

- [x] No opt-out flag, config field, env var, or tunable terminal list (constraints explicitly forbid all)
- [x] The `reopened bool, priorStatus string` plumbing is **spec-demanded**, not prompt-writer scope creep — the spec's Suggested Decomposition assigns "plumb the reopen fact out to the write path" to prompt 1 and observability to prompt 2. No removal needed.

## Critical Issues

### Critical 1 — Requirement 3 mandates a state that fails `make lint` (unparam); the prompt's claim "the linter does not flag them" is false, and `<verification>` requires `make precommit` exit 0

**Line 192.** The prompt instructs the executor to add `reopened bool, priorStatus string` to `writeTaskFile` and leave them **declared but unused**, asserting: *"Go permits unused function parameters; the linter does not flag them."*

This is **empirically false for this repo**. `.golangci.yml` enables `unparam` (excluded only for `_test.go`), and `make precommit` → `check` → `lint` runs golangci-lint v2.13.1 with it. I applied Requirements 1-3 verbatim to a copy of the repo and ran the repo's real `make lint`:

```
pkg/command/task_create_task_executor.go:135:2: writeTaskFile - reopened is unused (unparam)
pkg/command/task_create_task_executor.go:136:2: writeTaskFile - priorStatus is unused (unparam)
exit status 1
make: *** [Makefile.precommit:44: lint] Error 1
```

The copy compiled and the existing tests passed, so these two findings are purely the prompt's mandated state. An executor following Requirement 3 verbatim will fail the `<verification>`'s `make precommit`, and will be forced to invent a workaround (`_ = reopened`) that Requirement 3 explicitly forbids. (I also confirmed the "result reopened is always false" unparam finding from my stub is an artifact of my minimal reproduction — the full prompt body has a `return true, ...` branch, so it will not fire in the real implementation.)

**Fix** (validated: after applying the below consumption, `make lint` returns clean): replace the sentence at line 192 —

> The two new parameters are declared but not yet consumed — the observability that distinguishes a reopen (unconditional INFO log + distinct commit message) is specified by the follow-up prompt in this spec (Desired Behavior 5). Go permits unused function parameters; the linter does not flag them.

with:

> The two new parameters MUST be referenced in the function body: the repo's `.golangci.yml` enables `unparam`, which flags declared-but-unused parameters in non-test code, and `make precommit` runs `make lint` over it (verified — `writeTaskFile - reopened is unused (unparam)`). Do NOT ship the observability here (the frozen `create-task: reopening terminal task` INFO log and the `reopen terminal task` commit message remain the follow-up prompt's scope); instead consume both params with a debug-only reference immediately before the `buildCreateTaskContent` call, which satisfies unparam and uses neither frozen substring so the follow-up prompt's grep ACs are unaffected:
>
> ```go
> if reopened {
>     glog.V(3).Infof("create-task: terminal reopen signal (prior status %s)", priorStatus)
> }
> ```
>
> Keep the content, commit message, and the existing `glog.V(2).Infof("create-task: created task file at ...")` line unchanged.

(Alternative, cleanest resolution: the `<context>` OPEN QUESTION already floats merging prompts 1+2 — merging removes the declared-but-unused state entirely. If the observability ships atomically with the decision, the lint failure disappears and the frozen substrings are still correctly scoped.)

### Critical 2 — `<verification>` "Expect exactly 2" is self-inconsistent with Requirement 7; the count will never be 2 after the mandated tests are added

**Lines 258-261.** The verification runs:

```
cd /workspace && grep -c 'Expect(errors.Is(err, task.ErrTaskAlreadyExists)).To(BeTrue())' pkg/command/task_create_task_executor_test.go
```
Expect exactly `2` (the two pre-existing collision contexts' sentinel assertions, unmodified).

Requirement 7 mandates new tests that assert the same sentinel with the same natural Gomega form: the non-terminal `DescribeTable` body, the ambiguous/unreadable `DescribeTable` body, and the replay-idempotency second-handle assertion. Each adds a textual occurrence of the exact grepped string. After the prompt's own tests are added the file contains **5** occurrences (2 pre-existing at lines 190/229 + 3 new), not 2. The check cannot produce its documented result, and a literal executor either reports a false verification failure or "fixes" it by contorting the new tests. `grep -c` over the whole file cannot distinguish "pre-existing assertions unmodified" from "new assertions added".

**Fix** — scope the grep to the two adjacent, frozen collision contexts (Requirement 6 freezes them in place, so the anchors are stable). Replace lines 258-261 with:

```
cd /workspace && sed -n '/Context("title path already occupied (collision)")/,/Context("transient git-rest read error")/p' pkg/command/task_create_task_executor_test.go | grep -c 'Expect(errors.Is(err, task.ErrTaskAlreadyExists)).To(BeTrue())'
```
Expect exactly `2` (the two pre-existing collision contexts' sentinel assertions, unmodified). New test `Context` blocks added elsewhere in the file fall outside this range.

(Simpler alternative: drop the count check entirely — `make precommit` behaviorally enforces both contexts' assertions, and the existing `grep -n 'must not consult frontmatter'` → no-match check already proves the comment edit. The spec's own AC evidence for "pre-existing specs unmodified" is `git diff`, which is operator-side by design.)

## Recommendations

1. **Spec failure-mode row 5 (two concurrent same-title, different-identifier creates) has no matching requirement in either prompt** (severity: Recommendation, not Critical — the spec explicitly documents last-write-wins as the *designed, reversible* outcome, and true concurrency is not unit-testable with the fakeGit harness). Add one proxy test: reopen a terminal file, then issue a create for the same title with a *different* `task_identifier` and assert `ErrTaskAlreadyExists` + write count unchanged. This locks the row's "next sweep suppresses further writes because the file is now non-terminal" tail, which the current replay-idempotency test (same identifier) does not cover.

2. **Summary jargon nit (line 12)**: bullet 2 uses the sentinel name `ErrTaskAlreadyExists` verbatim. The summary guidance asks for plain language for the human reviewer — suggest "is still dropped with the existing 'task already exists' failure". Minor.

3. **Verification count-2 context (Requirement 7)**: the "completed → reopen" test asserts `ReadFileCallCount() == 1`, which depends on `supersedePriorRecurringTask` being a no-op for the test command (no `created_by`). This is correct as written, but it is a silent coupling — a one-line note in the test that the single-read lock holds only because the command is not supersede-eligible would prevent a future executor from "helpfully" adding `created_by` and breaking the assertion.

## Strengths

- Every code reference is accurate — I verified all line numbers, signatures, mock shapes, module symbols (including `TaskFrontmatter.String` semantics at `agent_task-frontmatter.go:144`), and the go.mod module version `v0.83.0`.
- The five ambiguous/unreadable test fixtures are each correct against the actual `ExtractFrontmatter` + `parseTaskFrontmatter` behavior (verified the `status: [` YAML-fails-after-delimiters claim).
- The two-prompt decomposition is clean and the cross-prompt dependency is explicit and verifiable (prompt 2 greps `reopened bool` before starting); the OPEN QUESTION in `<context>` flags the one genuinely awkward seam.
- The single-`ReadFile` lock is made observable by design (`ReadFileReturns`, not `ReadFileReturnsOnCall`), the fail-closed invariant is enforced as a hard constraint, and the security bounding properties from the spec are preserved.

## Summary

Structurally excellent prompt: all references verified, spec constraints and failure modes faithfully carried, tests comprehensive, observability correctly deferred to the sibling prompt. However, two verification-correctness defects block approval: Requirement 3 mandates declared-but-unused parameters that fail the repo's own `make lint` (empirically proven — the prompt's "the linter does not flag them" claim is false), and the `<verification>` sentinel-count check is self-inconsistent with the tests Requirement 7 mandates. Both have exact find/replace fixes above; once applied (and with Recommendation 1 optionally added), this is an exemplary prompt.

Note: the environment's local `golangci-lint` binary is v1 and cannot parse the repo's v2 config, so I validated Critical 1 using the exact tool the repo's `make lint` invokes (`go run github.com/golangci/golangci-lint/v2/cmd/golangci-lint@v2.13.1`), against a faithful copy of the repo with Requirements 1-3 applied — the copy compiled and passed its existing tests, isolating the two unparam findings as the prompt's mandated state.

### prompts/2-spec-005-reopen-observability.md

# Prompt Audit Report: Reopen observability for create-task terminal reopen

**File**: `/workspace/prompts/2-spec-005-reopen-observability.md`
**Score**: 9/10
**Status**: Excellent

## DoD Checklist
- [x] `<summary>` present and plain-language — 6 bullets, no file paths/struct names, each an observable outcome
- [x] `<objective>` states end state — "operator-greppable in exactly the two places the spec freezes", 2 sentences, references only frozen substrings
- [x] `<context>` present — read-first list with specific paths, coding-plugin docs, and a fail-loud dependency gate on prompt 1
- [x] `<requirements>` numbered and specific — 7 requirements, exact paths, code snippets, positive+negative assertions
- [x] `<constraints>` present — frozen substrings, unconditional-log requirement, no-config/no-marker invariants, error-wrapping rule, do-not-commit, do-not-kubectl
- [x] `<verification>` present with runnable command — `make test` iterative, grep AC checks, `make precommit` at end
- [x] All paths repo-relative — `/workspace` prefix is the mounted repo root; `/home/node/.claude/plugins/marketplaces/coding/docs/*.md` paths are the documented container-baked coding-plugin location (verified present), not host mounts
- [x] No bare `git ` commands in `<verification>` — verified by grep: none. (`.dark-factory.yaml` is `workflow: direct`, no `hideGit: true`, so the formal rule does not trigger; empirically the container's `.git` is masked, and the prompt correctly avoids git entirely)
- [x] No operator-only commands in `<verification>` — only `make test`, `grep`, `make precommit` (container-executable; `make precommit` is not in the banned list)
- [x] File in `prompts/` inbox (not `prompts/in-progress/`)
- [x] Filename not prefixed with dark-factory global number — `2-` single-digit ordering prefix is the documented multi-prompt-spec exception
- [x] Filename reflects primary change — "reopen-observability" matches the objective exactly
- [x] Status is `draft`

## Failure Mode Coverage
- [x] Spec failure modes addressed — DB5 (the only DB this prompt owns) is fully covered: both frozen substrings (reqs 1-2), distinct-on-reopen/absent-on-first-create (reqs 1, 4), path+prior-status in the log (req 2), unconditional INFO (req 2 + constraint). The spec's full Failure Modes table is covered across the prompt set (prompt 1 rows 1/2/3/4/7; design + Rung-3 AC rows 3/6; see Recommendation 2 for row 5)
- [x] Security concerns from spec addressed — no new attack surface: `priorStatus` is constrained to exactly `completed`/`aborted` by prompt 1's decision (so no log-injection beyond the safe set), and `TaskIdentifier` is pre-validated by `cmd.TaskIdentifier.Validate(ctx)` in the handler (cqrs regex) before it reaches the commit message; the message is passed to git-rest as a JSON field, not a shell string
